dataset_size,max_depth,min_samples_split,my_tree_accuracy,my_tree_precision,my_tree_recall,my_tree_depth,my_tree_num_nodes,my_tree_training_time,my_memory_usage,sklearn_accuracy,sklearn_precision,sklearn_recall,sklearn_tree_depth,sklearn_num_nodes,sklearn_training_time,sklearn_memory_usage
9296,4,64,0.6864242685025818,0.39897921058693253,0.3390266643191028,4,31,0.7772181034088135,1886.578125,0.6810456110154905,0.6499545446077485,0.6810456110154905,4,29,0.017674922943115234,1886.578125
10458,4,64,0.6848345764008414,0.38754982754897477,0.3477717850030825,4,31,0.8488349914550781,1886.578125,0.6807228915662651,0.6332432923838831,0.6807228915662651,4,29,0.018975019454956055,1886.578125
11621,4,64,0.6864297392651235,0.38811866727788347,0.3742864994476974,4,31,0.9605362415313721,1886.578125,0.6789432923156354,0.634360127744034,0.6789432923156354,4,29,0.021465063095092773,1886.578125
1162,6,2,0.7280550774526678,0.7171769311065732,0.47714121141265586,6,89,0.1757369041442871,1886.578125,0.7753872633390706,0.7814732720190594,0.7753872633390706,6,101,0.0041201114654541016,1886.578125
2324,6,2,0.7246127366609294,0.5885288303039664,0.46310013574305947,6,101,0.31906986236572266,1886.578125,0.7461273666092944,0.7518081632443196,0.7461273666092944,6,113,0.0075147151947021484,1886.578125
3486,6,2,0.7269076305220884,0.643848019709665,0.44744915746521274,6,117,0.46205997467041016,1886.578125,0.725473321858864,0.7273934633913528,0.725473321858864,6,117,0.010701179504394531,1886.578125
4648,6,2,0.7246127366609294,0.644469728014961,0.4613975010434258,6,121,0.6051759719848633,1886.59375,0.7222461273666093,0.7218017438269714,0.7222461273666093,6,119,0.014145135879516602,1886.59375
5810,6,2,0.725473321858864,0.6237301667000855,0.4885414895439041,6,121,0.7416408061981201,1886.59375,0.7314974182444062,0.7408717522389021,0.7314974182444062,6,123,0.01637101173400879,1886.59375
6972,6,2,0.7271944922547332,0.6416444114981464,0.5027734583729989,6,125,0.8437559604644775,1886.59375,0.729776247848537,0.7331643789955646,0.729776247848537,6,125,0.02006220817565918,1886.59375
8134,6,2,0.7233833292353086,0.6209472286894234,0.4736580731613655,6,123,0.9728741645812988,1886.671875,0.715269240226211,0.7198241844333623,0.715269240226211,6,121,0.02322101593017578,1886.671875
9296,6,2,0.7192340791738382,0.6362738373979981,0.44081194263289225,6,121,1.1496870517730713,1886.6875,0.7143932874354562,0.7244860985897854,0.7143932874354562,6,123,0.025954008102416992,1886.6875
10458,6,2,0.7139032319755211,0.583186247504447,0.4837063618203098,6,123,1.30348801612854,1886.6875,0.725473321858864,0.7285148222191977,0.725473321858864,6,123,0.029505014419555664,1886.6875
